,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
57515,1.2376650265235295e+18,206.858885385048,34.1339015754706,19.57627,18.11416,17.30397,16.89009,16.65341,4552,301,6,220,2.2833715294985523e+18,GALAXY,0.1603799,2028,53818,169
40093,1.2376507946076083e+18,142.022210282411,-1.25928342795153,22.6481,21.67773,21.30118,21.07153,20.69419,1239,301,1,145,4.257274476096674e+18,STAR,1.867206e-05,3781,55243,898
76502,1.2376697010470915e+18,7.25592174209208,6.58638040087848,26.31211,21.52636,19.94544,19.18086,18.71286,5641,301,1,45,5.110529319668832e+18,GALAXY,0.427629,4539,55865,253
78226,1.2376487201609487e+18,189.025365949254,-0.893403987248589,24.91515,21.95926,21.32029,21.09222,21.04171,756,301,1,489,4.332532205505239e+18,STAR,9.040703e-05,3848,55647,252
97120,1.2376786174052928e+18,331.307293237712,0.998384821535583,20.2155,17.89807,16.94977,16.6287,16.44455,7717,301,1,138,1.6608175851401646e+18,STAR,-6.60014e-05,1475,52903,419
12420,1.2376593308520942e+18,247.137320568656,39.786720228655,23.81578,21.71879,23.04555,21.62047,21.76598,3226,301,5,99,1.2079970454405929e+19,GALAXY,0.2410933,10729,58248,692
22721,1.2376742896823183e+18,119.555019426742,34.0006452376133,25.11185,22.39935,20.50008,19.29875,18.74796,6709,301,4,38,4.226692938670037e+18,GALAXY,0.6780316,3754,55488,235
19007,1.2376788541610406e+18,324.077601399753,6.99003512488861,22.79396,21.65618,20.39469,19.1435,18.31809,7772,301,2,72,4.602749829126576e+18,STAR,-7.237225e-06,4088,55451,258
83136,1.2376582050441467e+18,169.984294630035,49.3120989400164,24.99303,21.87222,20.66385,19.85455,19.39828,2964,301,4,257,7.53455581890323e+18,GALAXY,0.5477893,6692,56390,122
30177,1.2376613607616676e+18,203.758494026145,45.2486009071444,21.16526,20.2752,19.98648,19.90605,19.87743,3699,301,2,109,8.339568211390649e+18,STAR,-0.0005511832,7407,56772,100
22356,1.2376785964849567e+18,11.622752593744,1.90516655018695,25.10904,22.30869,20.39417,19.25516,18.95427,7712,301,2,407,4.848234219078703e+18,QSO,2.079285,4306,55584,397
24928,1.2376711237601856e+18,134.116546429436,10.9286617857985,18.10707,16.89547,17.0396,17.20122,17.28807,5972,301,3,124,3.002785566401076e+18,STAR,0.000122468,2667,54142,38
39681,1.2376677361272095e+18,204.162761006847,22.1877942565572,20.32627,20.33211,19.74145,19.87963,19.87673,5183,301,5,467,2.987172227885066e+18,QSO,1.339663,2653,54230,581
25595,1.2376621955994747e+18,182.604816569884,43.2189353730617,20.53477,18.42296,17.25431,16.7648,16.35725,3893,301,5,163,1.6326648684295227e+18,GALAXY,0.1575879,1450,53120,400
60639,1.2376794613585024e+18,9.61862708652711,20.7380311900032,22.01088,21.73175,21.66694,21.29139,21.04783,7913,301,5,18,8.575020382322711e+18,QSO,2.07393,7616,56902,606
77314,1.2376543819834982e+18,157.063684181374,59.1036955786009,24.15472,20.78563,19.79409,18.94863,18.55434,2074,301,3,213,7.981601583262882e+18,GALAXY,0.520732,7089,56661,353
43236,1.2376554745126587e+18,261.138107489258,26.6878931987093,19.20073,18.89199,19.16409,19.37217,19.55825,2328,301,6,165,5.64776334276666e+18,STAR,9.121403e-05,5016,55709,907
39709,1.2376634792601848e+18,336.511802529744,0.0335553143664994,20.57169,18.74996,17.62148,17.15582,16.75084,4192,301,4,199,4.223771528355123e+17,GALAXY,0.1450214,375,52140,599
88616,1.2376551298441551e+18,256.230241248735,34.6500147467789,20.98429,20.92816,20.96523,20.78779,20.84057,2248,301,4,205,1.227464861131344e+19,QSO,1.802739,10902,58396,319
37359,1.2376672545369623e+18,144.959820051033,24.2053273572909,22.7564,20.78436,19.10992,18.49183,18.1753,5071,301,4,207,6.518096349271185e+18,GALAXY,0.3327125,5789,56246,952
58629,1.2376503715584415e+18,186.384998186382,-1.81406181198921,24.43229,22.13711,20.95443,19.92802,19.61444,1140,301,5,223,4.269522210476284e+18,GALAXY,0.6225578,3792,55212,399
32520,1.2376619684980987e+18,167.21376062223,42.0237908473134,22.31761,21.50533,21.51777,21.58362,21.39433,3840,301,6,87,9.420545107801954e+18,QSO,2.47422,8367,57429,511
8557,1.2376637825891044e+18,5.35450269371113,-1.06578383829135,21.23082,19.36076,18.39913,17.95946,17.64031,4263,301,1,151,1.73617345312538e+18,GALAXY,0.1241935,1542,53734,130
81832,1.2376662119499697e+18,313.87874746865,3.26485289910105,16.78754,15.07026,14.38203,14.11232,13.96246,4828,301,6,456,3.1695759873398804e+18,STAR,0.0001183195,2815,54414,610
26907,1.237664669506405e+18,148.189368104813,34.6793113108068,22.93324,22.1788,20.50896,19.51311,19.20592,4469,301,5,251,6.528240719769131e+18,GALAXY,0.5289738,5798,56326,993
55604,1.23765707008757e+18,32.4053531870164,-0.468116527000286,23.65232,23.59355,21.80351,20.87513,20.19345,2700,301,2,82,4.768237324223142e+18,GALAXY,0.6652246,4235,55451,186
34415,1.2376582061220823e+18,184.892323034896,51.1317747798883,20.76693,20.61432,20.40339,20.32471,20.13474,2964,301,6,321,9.261882281278329e+18,QSO,0.9451742,8226,57423,835
89924,1.2376626970284529e+18,217.459392897869,32.6073122111023,23.46682,21.69971,20.16731,19.39737,18.87694,4010,301,3,34,4.3505199408913014e+18,GALAXY,0.4906663,3864,55649,155
87363,1.2376632339166659e+18,0.785317047463593,26.0075137633666,18.94604,17.99184,17.58592,17.4149,17.34715,4135,301,3,298,3.1537567624027443e+18,STAR,-0.0009666396,2801,54331,404
21681,1.237660961864483e+18,135.062065698651,32.710419502073,21.94773,21.05732,20.75223,20.09692,19.77124,3606,301,3,77,1.1526992245254543e+19,QSO,0.6453284,10238,58155,105
88452,1.2376654431314903e+18,208.333527415788,28.9615002956697,18.76064,17.85264,17.56135,17.36249,17.24813,4649,301,6,161,2.3824625416546816e+18,GALAXY,0.0374811,2116,53854,212
88386,1.2376623024419635e+18,234.509209932902,40.583628407984,21.89358,21.45392,21.44022,21.23052,22.07231,3918,301,4,242,9.58952081142293e+18,QSO,1.577937,8517,57899,841
95689,1.2376576300592668e+18,160.205016428604,50.387762630774,22.68515,21.33173,20.18136,19.47309,19.04249,2830,301,5,316,7.536782604760275e+18,GALAXY,0.5565247,6694,56386,31
70084,1.237656495633466e+18,320.235025599193,10.798188657026,18.71678,17.43784,17.03178,16.80341,16.58968,2566,301,4,48,8.219927352747233e+17,GALAXY,0.01676813,730,52466,312
69602,1.23765932710455e+18,250.763020438459,37.4491069831641,22.21848,21.54086,20.52744,19.44562,18.94103,3225,301,6,260,5.846847521151015e+18,GALAXY,0.619038,5193,56066,179
57156,1.2376584230065283e+18,136.208385473548,4.4142660246927,22.88362,21.329,20.48096,19.67837,19.24981,3015,301,2,147,4.297768665284368e+18,GALAXY,0.5403147,3817,55277,759
99694,1.2376575946124823e+18,122.686882893082,36.0005843907699,19.9437,18.50846,17.75651,17.34464,17.03641,2822,301,3,113,1.004434148439386e+18,GALAXY,0.08490392,892,52378,478
72642,1.2376637831211256e+18,354.25694924521,-0.665509988852284,19.67495,18.30487,17.74763,17.48874,17.38705,4263,301,2,77,3.5375910557571886e+18,STAR,-0.0007260878,3142,54735,49
1798,1.2376543819776003e+18,137.175119103521,51.7084855414068,24.14533,22.00804,20.5627,19.20853,18.54892,2074,301,3,123,8.206794765112727e+18,STAR,0.0001869448,7289,57039,401
69924,1.237658206121296e+18,181.962506220395,51.0960934633074,20.47743,19.39526,19.13385,19.00701,19.04427,2964,301,6,309,3.286624499738372e+18,STAR,-6.670407e-05,2919,54537,446
94051,1.2376619588309486e+18,199.447888381854,51.6191984936794,20.43834,18.58471,17.38294,16.86983,16.53835,3838,301,4,34,1.8770049446246088e+18,GALAXY,0.1780759,1667,53430,472
84623,1.2376604137262287e+18,143.622556551559,8.60995238097103,19.7061,17.12541,15.93602,15.43255,15.14227,3478,301,6,183,3.547825586024063e+18,STAR,-1.275841e-05,3151,54804,418
45766,1.2376648531128486e+18,229.083440442533,28.6964034288351,21.18341,18.96567,17.62823,17.14622,16.79927,4512,301,3,199,2.077315359341308e+18,GALAXY,0.2009202,1845,54144,109
56526,1.237659326553391e+18,211.524870611111,57.9753354772804,21.51023,18.9025,17.54932,17.02239,16.69813,3225,301,5,42,1.3050612481985352e+18,GALAXY,0.2169113,1159,52669,521
58611,1.237655107829498e+18,140.413367712522,50.524828720445,21.94159,21.78427,21.61275,21.09301,20.8568,2243,301,3,160,8.215840172413312e+18,QSO,2.033932,7297,57040,540
4550,1.23765933084967e+18,242.135361655145,43.9764770866306,25.13664,25.44611,21.88611,20.76051,19.93597,3226,301,5,62,9.598442798543297e+18,GALAXY,0.5652342,8525,57900,531
34161,1.2376737571134508e+18,105.295890633436,29.8573925424883,17.77804,16.40338,15.69551,15.51029,15.41648,6585,301,4,146,3.6097426600022257e+18,STAR,9.165714e-05,3206,54852,391
79621,1.2376598891926003e+18,2.90469658856358,33.9427635038138,22.57652,23.30851,21.87356,20.75294,19.88556,3356,301,5,19,8.719107283039312e+18,GALAXY,0.5984421,7744,58396,503
44657,1.237666301089874e+18,44.4281178996841,0.285471155664819,19.51487,18.50535,17.9538,17.5975,17.45721,4849,301,4,751,9.030635729117778e+17,GALAXY,0.1785108,802,52289,334
18907,1.237678854161041e+18,324.164317472088,7.03138434774027,21.92194,21.71563,20.53015,19.64834,19.17681,7772,301,2,72,4.602739108888205e+18,GALAXY,0.6363891,4088,55451,219
81097,1.2376621945318932e+18,201.460431858701,41.1495303648601,19.56263,18.62292,18.31267,18.23349,18.31154,3893,301,3,257,3.792194246837117e+18,STAR,0.0002459856,3368,54954,594
44841,1.2376646737887892e+18,193.069042008016,37.7310702449554,23.57388,21.32384,19.61699,18.78099,18.36317,4470,301,5,59,4.472100637149256e+18,GALAXY,0.4780262,3972,55589,95
1112,1.2376515397999012e+18,244.122740604805,52.1513227207457,23.68798,23.83112,21.64135,20.48737,19.73212,1412,301,5,381,9.077103318808157e+18,GALAXY,0.7328814,8062,58251,357
22169,1.2376794613638103e+18,22.4639364379113,19.9872754037535,23.53223,22.6461,22.35516,21.83716,21.63375,7913,301,5,99,8.158455828963416e+18,GALAXY,0.2779089,7246,56625,673
3638,1.237680246813885e+18,358.704299221441,20.1505474137407,23.23079,22.2159,20.482,19.46621,18.84666,8096,301,4,220,6.898585372189809e+18,GALAXY,0.5430366,6127,56274,715
63655,1.2376555035015247e+18,261.045235919094,27.9336441495049,17.77076,16.46626,15.94711,15.70288,15.58909,2335,301,4,132,2.456839006571227e+18,STAR,-0.0007335666,2182,53905,456
48248,1.237655549133522e+18,248.442655938051,-1.02620914051271,19.06367,17.58902,16.84332,16.40798,16.1027,2346,301,1,101,3.9187339387760845e+17,GALAXY,0.05899242,348,51671,219
89637,1.237670966465266e+18,153.909024937217,18.1949823718941,20.59186,20.11715,19.98215,20.00893,19.65532,5935,301,6,250,6.62372807704552e+18,QSO,0.9265358,5883,56033,214
99377,1.2376591332804529e+18,210.437109351282,53.0359958951669,24.09895,22.62263,21.10628,20.06204,19.51311,3180,301,5,51,7.587555852825156e+18,GALAXY,0.5222531,6739,56393,423
74761,1.2376677817644483e+18,193.402087329085,21.4548521365911,19.8374,18.63878,17.94696,17.47769,17.28173,5194,301,2,516,2.982568572397578e+18,GALAXY,0.1283592,2649,54212,217
34831,1.2376651296074632e+18,156.797156170233,32.7465276508078,19.83116,18.42505,17.65794,17.24744,16.9953,4576,301,6,292,2.2045428607143383e+18,GALAXY,0.1164277,1958,53385,112
91679,1.237662306200781e+18,242.095932161021,26.2014335418793,19.5575,17.94922,17.03789,16.60167,16.30518,3919,301,3,253,1.568431119290886e+18,GALAXY,0.1292467,1393,52824,191
44945,1.2376623362513964e+18,231.303635019366,36.6573911972181,21.04726,18.66054,17.32301,16.85417,16.53466,3926,301,3,37,1.5763014343605883e+18,GALAXY,0.1953094,1400,53470,151
60416,1.2376515397909222e+18,213.257740475777,65.7396272759379,24.18154,21.79682,20.92462,20.52353,20.71159,1412,301,5,244,5.6086751168432736e+17,STAR,-0.0001447507,498,51984,616
90637,1.237673738320872e+18,99.0461196847354,25.7189378084916,19.03344,17.63513,17.09209,16.82528,16.71092,6581,301,1,114,3.0354284177816556e+18,STAR,0.0002374487,2696,54167,8
8136,1.2376652326683942e+18,242.237206237565,21.898707550499,23.17866,22.24359,20.609,19.70046,19.24887,4600,301,6,13,4.4238856736203295e+18,GALAXY,0.4654804,3929,55335,818
59382,1.2376788251727631e+18,328.716368408831,4.1455819820638,24.60257,22.70456,20.65324,19.75983,19.50022,7765,301,4,114,4.605139343593724e+18,GALAXY,0.494358,4090,55500,759
63532,1.23766743008438e+18,119.870773593437,12.2530243152858,24.67615,22.96188,20.9806,19.77787,19.27663,5112,301,3,64,5.073344930946243e+18,GALAXY,0.6314223,4506,55568,145
91336,1.2376637841994547e+18,4.70042118575252,0.113990827881788,20.08009,18.30592,17.27413,16.77126,16.4282,4263,301,4,147,4.381400206210765e+17,GALAXY,0.157749,389,51795,600
22655,1.2376786222466993e+18,44.2613300050117,3.27276452359317,22.97066,22.76292,22.09061,21.72537,21.64751,7718,301,2,284,1.0599451657732643e+19,GALAXY,0.3342286,9414,58153,836
3798,1.23766378902356e+18,110.059516878575,41.2252877433238,20.21182,18.11846,17.15423,16.70351,16.34785,4264,301,5,29,2.0987552723852595e+18,GALAXY,0.06871065,1864,53313,283
77865,1.2376609634741783e+18,132.340881239547,32.6186270859737,25.78545,22.00313,20.36544,19.57153,19.08534,3606,301,6,63,5.838039332024505e+18,GALAXY,0.4382888,5185,55978,903
57107,1.237650371549135e+18,165.045060285293,-1.69553648752145,25.08633,21.51441,20.15597,18.94651,18.43503,1140,301,5,81,4.2639955212016246e+18,GALAXY,0.599098,3787,55565,773
90734,1.2376651296216842e+18,196.118684266331,35.3616637951727,17.1421,15.68478,14.92443,14.53076,14.23217,4576,301,6,509,2.2698750239488348e+18,GALAXY,0.03347036,2016,53799,221
33133,1.2376764419962972e+18,4.07770406905843,31.2520691405699,22.99954,23.70951,22.21017,20.8435,20.02934,7210,301,5,15,8.720124875698887e+18,GALAXY,0.5296333,7745,58077,109
40244,1.237651066812826e+18,166.430356815608,64.1954522063076,26.60599,22.10225,20.31792,19.45525,18.85163,1302,301,4,323,8.005281766616355e+18,GALAXY,0.5298299,7110,56746,485
65496,1.237679079128564e+18,5.89392618708293,-4.35271515678266,26.03858,21.6027,20.2283,19.1977,18.65026,7824,301,5,356,7.924238410864416e+18,GALAXY,0.5928468,7038,56571,563
35511,1.23766512853287e+18,154.977976375969,31.3990145387406,26.32756,23.007,22.0925,21.14117,21.07834,4576,301,4,279,1.1770417522238839e+19,GALAXY,0.0,10454,58135,945
96626,1.2376575940771843e+18,126.157398341166,38.3186183641981,20.10151,19.69064,19.65035,19.49368,19.50302,2822,301,2,137,4.234609143888239e+18,QSO,0.617485,3761,55272,362
62700,1.2376570700888148e+18,35.2760444077124,-0.576507225940154,17.59764,16.48458,16.02085,15.74918,15.52648,2700,301,2,101,4.57180264838228e+17,GALAXY,0.04027122,406,51876,236
15477,1.2376551072961006e+18,151.869454622759,54.5154202503561,21.24968,19.82799,19.56804,19.3691,19.34396,2243,301,2,213,7.975955590433494e+18,QSO,2.909008,7084,56624,293
42521,1.237662303514264e+18,231.58996086627,43.1873934592982,23.06107,21.23881,19.79315,18.71319,18.18458,3918,301,6,220,6.810761053217249e+18,GALAXY,0.5589278,6049,56091,700
22474,1.2376623373347725e+18,252.102630673038,23.7491438006906,21.72648,20.62494,20.60059,20.48604,19.9753,3926,301,5,184,4.70874604849518e+18,QSO,2.438981,4182,55446,846
4426,1.2376663386530775e+18,18.9001478638989,-0.436396072191322,20.84268,19.6257,18.64035,18.06281,17.78645,4858,301,2,480,9.895534679565818e+18,GALAXY,0.1845138,8789,57358,1
57035,1.2376582045111424e+18,183.739236661726,49.9899190450348,23.18963,22.33466,20.82226,19.60303,19.03285,2964,301,3,316,7.516525752336275e+18,GALAXY,0.5933099,6676,56389,65
13621,1.2376663021684e+18,55.3412007994501,1.06776449513521,22.78773,19.95792,18.65924,18.13143,17.82156,4849,301,6,824,1.709229907315288e+18,STAR,-9.875931e-07,1518,52937,414
92237,1.237679322858e+18,27.3841405580221,-4.98826437140628,21.42237,20.29078,20.05855,19.91292,19.57665,7881,301,3,204,8.886741281088493e+18,STAR,-0.0004070024,7893,57286,48
38745,1.2376697026634716e+18,20.6083211537345,7.47294085188832,24.9944,23.86718,21.69455,20.55874,19.72285,5641,301,4,133,1.2471861415538612e+19,GALAXY,0.7356121,11077,58433,975
65135,1.2376582034229832e+18,139.416868111493,38.7651383851897,25.20704,23.08353,21.50364,20.43654,19.7843,2964,301,1,96,9.942880751279428e+18,GALAXY,0.5583671,8831,57448,213
30716,1.2376613865468728e+18,252.024911508442,30.6998981189509,19.99279,19.00082,18.58963,18.428,18.36584,3705,301,2,344,3.9181471528445297e+18,STAR,-0.001074256,3480,54999,56
84365,1.2376546015563615e+18,133.957118416388,3.31828852250363,20.33123,18.34313,17.29332,16.83147,16.45511,2125,301,4,101,6.362610280442368e+17,GALAXY,0.1257791,565,52225,464
91372,1.237665441514127e+18,190.628415748618,29.6647423969269,20.079,19.13571,18.66892,18.4977,18.38876,4649,301,3,58,2.783289785823816e+18,STAR,-0.0004621573,2472,54175,237
22143,1.2376593260316595e+18,251.224332418097,35.3184022590255,21.83732,21.54146,21.16604,21.0885,20.50072,3225,301,4,273,1.2075379443637705e+19,QSO,3.441456,10725,58250,374
44981,1.2376515392394363e+18,137.918181871605,58.9758249752051,19.51793,18.03961,17.37712,16.99209,16.72649,1412,301,4,21,5.450634051327365e+17,GALAXY,0.09782804,484,51907,465
79467,1.237651495757415e+18,119.214624591618,44.6841579575966,24.13144,22.59496,20.93354,18.84571,17.71637,1402,301,3,90,4.909404946086236e+17,STAR,-0.0001228329,436,51883,175
19941,1.2376672921073093e+18,120.922949621824,11.9835286419127,24.76156,24.03645,21.08912,19.93433,19.4726,5080,301,2,45,5.078012357655157e+18,GALAXY,0.6016666,4510,55559,741
29232,1.2376672937257864e+18,137.82654025091,19.9370652900812,22.32539,20.49507,19.02339,18.34938,17.91035,5080,301,5,165,2.576143436432304e+18,GALAXY,0.3410611,2288,53699,307
80613,1.237664668442166e+18,174.936807794373,39.3668752964557,24.62152,22.83374,20.8344,19.81453,19.20378,4469,301,3,396,5.240056733767064e+18,GALAXY,0.5324739,4654,55659,431
57597,1.2376788251768924e+18,338.216534030567,4.65037979718068,27.0656,22.7232,21.10198,19.93165,19.29579,7765,301,4,177,4.965285488309328e+18,GALAXY,0.6601093,4410,56187,243
58756,1.2376499544039757e+18,20.6526044675105,14.6922603360381,24.71311,22.68188,21.75086,20.42754,19.45155,1043,301,4,135,1.2461615617357928e+19,STAR,-0.0002510153,11068,58488,565
90444,1.237661387611439e+18,233.780922788347,46.3495410172988,22.06857,21.07522,20.3254,19.62896,19.2499,3705,301,4,204,9.581451219819583e+18,QSO,1.773627,8510,57846,156
64036,1.237668296604451e+18,211.263431573881,16.8202832817419,20.44295,18.7606,17.58367,17.07582,16.73996,5314,301,1,223,3.089624172310063e+18,GALAXY,0.1854623,2744,54272,563
13246,1.2376727644436567e+18,349.826797724649,17.8457602558926,23.26381,22.42701,20.59206,19.70009,19.16927,6354,301,3,215,6.901849821206043e+18,GALAXY,0.4559951,6130,56214,303
68317,1.2376655660738153e+18,223.229284182412,20.0146804497818,24.90484,24.70786,21.89564,20.62106,19.99866,4678,301,3,144,6.645216107816049e+18,GALAXY,0.7122629,5902,56042,563
57993,1.2376543814458417e+18,154.476953542307,57.9562534338585,24.9033,23.5035,21.64709,20.58187,19.88145,2074,301,2,201,9.216766570898152e+18,GALAXY,0.836711,8186,57452,545
92499,1.2376663397274097e+18,20.1250939618522,0.354412745583574,24.89786,24.91911,21.34276,20.28912,19.63252,4858,301,4,489,8.867844794610899e+18,GALAXY,0.6037463,7876,57002,935
40381,1.2376634792628068e+18,342.485423302803,0.0480574192139954,23.67295,22.95483,21.25207,20.26568,19.62154,4192,301,4,239,4.734677205736774e+18,GALAXY,0.5542368,4205,55454,975
97571,1.2376648778013742e+18,140.133931776918,27.5962885785648,24.40928,24.7095,22.53079,20.82784,19.762,4518,301,1,84,1.2773405777907175e+19,STAR,-5.246269e-06,11345,58428,259
38421,1.2376583124059423e+18,192.809185052345,60.0155436507532,16.68503,15.07867,14.42098,14.19181,14.07921,2989,301,4,68,2.7540842897327e+18,STAR,-0.0001190096,2446,54571,484
14277,1.2376514962972352e+18,124.499164165962,50.4236707817653,24.03141,22.7169,20.8095,19.84777,19.21229,1402,301,4,135,4.152567434531068e+18,GALAXY,0.4847312,3688,55273,904
